q,seed,ok,n_src,n_rec,matched,x,y,kappa_star,slope,rchi2
1.0,7012,True,100,1,True,-0.16112897517631475,-0.11913458772288998,0.1809701048681592,0.8044143984814873,1.0653505827074767
1.0,7013,True,98,1,True,-0.21833532350244467,-0.11699770471523832,0.3414263429806585,0.606941094583997,1.0261625227267281
1.0,7014,True,100,2,True,-0.3607135312685071,1.1052844464495157,0.245628566654733,0.7028605681503366,0.9714920458883335
1.0,7015,True,98,3,True,0.1414889327341479,0.225944111451524,0.29082119240507587,0.6425140619802974,0.9760315230311531
1.0,7016,True,99,1,True,0.23595482746077187,0.1180561895616171,0.26186241322339077,0.6865572878604383,1.1590060476855704
1.0,7017,True,100,1,True,0.12868873693714258,0.16935601532095712,0.24691025048249163,0.7096458350098075,0.9857726590606112
1.0,7018,True,100,1,True,0.7210936509405943,-0.03296015349476308,0.2337765580207071,0.6689235600690009,0.9801748054603276
1.0,7019,True,99,2,True,0.4374034443710255,0.9482486737530693,0.16421710107640974,0.8440049003260015,0.914522737613599
1.0,7020,True,99,1,True,0.2978811687317095,-1.033584003823161,0.2525592705358271,0.731009614419825,1.001955116927961
1.0,7021,True,100,1,True,0.38002293923519503,0.05846253478910346,0.16948999951776528,0.8077284594195966,1.0426789611485128
1.0,7022,True,98,1,True,-0.0546784722318616,0.1651903658794823,0.23245791200686838,0.7384440049100894,0.957758371761856
1.0,7023,True,100,1,True,0.2757070487260668,-0.010333221802556625,0.3361328938928234,0.6059725498032763,1.0789067111654977
1.0,7024,True,100,1,True,0.193286234498449,0.2794777291024271,0.22417774169028212,0.7492031357035587,1.0779520103280615
1.0,7025,True,100,1,True,-0.39512847355352354,0.5790250643496083,0.2364535602507173,0.7330246123831554,1.0030595245121907
1.0,7026,True,99,1,True,-0.1417366756809561,0.1919863768585104,0.23347451409674597,0.7217475131204458,0.9585418860171133
1.0,7027,True,100,1,True,0.006637871500347982,-0.01604298250734236,0.16133429389521162,0.8243477931873263,0.9835721779498743
1.0,7028,True,100,1,True,0.004168634176310616,0.18422491895449083,0.22452054289572218,0.755960801758232,1.032624011298921
1.0,7029,True,99,1,True,0.2043093869842414,-0.25809320589685714,0.3701525545499089,0.5673004768738084,1.0449379393438079
1.0,7030,True,99,1,True,0.2117023526898458,0.22573153354022693,0.22456437544502655,0.7353014981942915,0.8950209284029276
1.0,7031,True,100,2,True,0.5709083426130691,0.26300400745586955,0.1360665516577404,0.9162873910971489,0.9979060414737927
1.0,7032,True,100,1,True,-0.040679611806332644,0.09652804790555898,0.32334606608750377,0.619048500485895,1.014202637678834
1.0,7033,True,98,1,True,0.07616941391756094,-0.1388239795346397,0.1833377442386121,0.7830273300794872,0.9543687200049982
1.0,7034,True,99,2,True,0.22677778091992312,0.07661121982185017,0.26958365649155563,0.6857948925653157,1.0509913024966353
1.0,7035,True,100,1,True,-0.3595010823328394,-0.5169262478431436,0.23609827010235807,0.7180613841918767,0.979358381986672
1.0,7036,True,99,1,True,-0.10452996307802438,-0.17031162826565457,0.19729554321024478,0.7689538928412287,1.0018207452948311
1.0,7037,True,100,1,True,0.13078574724513917,0.3501994971551036,0.19626402422960998,0.7722257413767487,0.9508297851958449
1.0,7038,True,100,1,True,0.4023143371887474,-0.9483245137835471,0.22891853645677898,0.7546413476703643,0.9539556952035565
1.0,7039,True,99,1,True,-0.1962721999211146,-0.2658655758858629,0.23301187005658835,0.7145884544985466,1.010953281644732
1.0,7040,True,100,2,True,-0.09279481378036417,0.27052685472521976,0.2416666893808282,0.7583839351778628,1.014738912165628
1.0,7041,True,100,1,True,-0.08691891184101311,0.26099649692316007,0.2328564562609546,0.6909086064616812,1.0762475366211322
1.0,7042,True,98,1,True,-0.27751968173414293,0.1233565071093663,0.33328986317837783,0.6236051817221606,0.920285523309327
1.0,7043,True,100,1,True,0.08077071975347007,-0.04156118268204884,0.16736228824496396,0.8266703775347968,0.9215551353664694
1.0,7044,True,99,1,True,0.04854089438180978,0.13113582177782532,0.23711105830878457,0.7145693348635425,0.945477599023133
1.0,7045,True,99,1,True,-0.6400726696952426,-0.3220227781194688,0.156128212159681,0.8104594800940466,0.9958619143788888
1.0,7046,True,98,1,True,-0.08800894379535841,-0.6858320685312161,0.2496506645583838,0.7196364906647986,0.9704254150258614
1.0,7047,True,100,2,True,-0.25920172422757437,-0.17677105329361467,0.24811645835144455,0.7000171527953054,1.0546068427129818
1.0,7048,True,100,1,True,-0.20086690790188588,0.03339414557342607,0.34703967335365177,0.5927205355159273,1.087784577703687
1.0,7049,True,100,1,True,-0.054496220918647545,0.5126914588255889,0.2817087157831416,0.6589130579495507,1.0282603320745267
